CODELOG;POIDS_SONDAGE;NUM_UP;CODEEGION;QPV;DVISIT1;DVISIT2;REG;Libelle.region;DEP;Libelle.departement;PCTL;PCPP;PCPS;PCNE;PCEL;PCOL;PCAS;PCJA;IAC;IAC1;IAC2;MA1ANO;MA1AMOIS;MA1AYEAR;MATER01;MATER02;MATER03;MATER04;MATER05;MATER06;MATER07;MATER1;ACTP1;ACTP2;ACTP3;QPX1;QPX2;QPX3;QOD1;QOD2;QOD3;QBR1;QBR2;QBR3;QBR4;QBR5;QBR6;REAB;REAB1;REAB2;REAB3;TRAV;TRAV101;TRAV102;TRAV103;TRAV104;TRAV105;TRAV106;TRAV107;TRAV108;TRAV109;TRAV110;TRAV111;TRAV112;TRAV2;KCC0;KCC1;KCC1a;KCC201;KCC202;KCC203;KCC204;KCC205;KCC206;KCC207;KCC208;KCC209;KCC210;KCC2a;KCCM11;KCCM12;KCCM13;KCCM14;KCCM15;KCCM16;KCCM17;KCCM18;KCCM19;KCCM2;CHEM1;CHEM2;KCL1;KCL1b;KCUI;KCUIa;KECS;KEIC;KEIC1;CEM01;CEM02;CEM03;CEM04;CHAUSS;FUMEUR1;FUMEUR2;ANI1;ANI211;ANI212;ANI213;ANI214;ANI215;ANI22;QATRA1;QOM31;QOM32;QOM33;QOM34;QOM35;HGTM;HGLP;MENAG;KID15;STRMEN;REV1;FC10B;LSTU2;SOMSEJNO;SOMSEJADUADO;SOMSEJENFANT;SOMCHBNO;SOMCHBADUADO;SOMCHBENFANT;CHAUF;CHEM;CHAPP;AFUM;AVAP;CUI1;CUI4;CUI5;PRESS;MBLS1;MBLS2;MBLS3;MBLS4;MBLS4a;XPB10;XPB11;XPB111;XPB112;XPB113;XPB114;XPB115;XPB11b;XPB12;XPB131;XPB132;XPB133;XPB134;XPB135;XPB136;XPB137;XPB138;XPB139;XPB13a;LSTU;LSTUC;LNPL1;LNPL2;LNPL3;LNPL4;LNPL5;LNPL6;LNPL7;LNPL8;LNPL9;LNPL0;HCU1;HCU3;HSRF;HPLB;HPLB1;HPLB2;HPLH;HPLH1;DCA1;DCA2;DGAR0;DGAR1;DGG3;KODSJ;FNSJ11;FNSJ12;FNSJ13;FNSJ14;FNSJ15;FNSJ16;FNSJ1a;KODCH;FNCH11;FNCH12;FNCH13;FNCH14;FNCH15;FNCH16;FNCH1a;SURFCHB;HAUTCHB;SURFSEJ;HAUTSEJ;Q1;Q2;Q21NOW;Q21AVANT;Q3;Q4NETTOI;Q4AERE;Q4CUI;Q4LOISIR;Q4TRAV;Q4MOB;Q5CHAUF;Q5NETTOI;Q5DESINF;Q5DESO;Q5INSEC;Q5TABAC
LOG491;32708,11909;189;75;0;2022-septembre;2022-septembre;75;Nouvelle-Aquitaine;86;Vienne;1;7;4;1;0;2;3;1;7;NA;NA;1;NA;NA;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;2;1;;3;NA;;2;1;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;1;NA;1;3;;1;3;1;2;1;1;1;1;2;1;2;2;2;;;1;NA;NA;NA;NA;2;2;2;0;2;2;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;1;2;2;1;2;2;;1;1;2;2;2;2;2;2;2;2;;2;Sans Objet;1;1;3;2;1;1;1;0;0;Sans Objet;1;1;140;8;Sans Objet;Sans Objet;5;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;14;250;27;250;3;3;Sans Objet;Sans Objet;3;3;1;3;3;3;3;4;3;3;3;3;4
LOG492;45535,23113;174;75;0;2022-février;2022-février;75;Nouvelle-Aquitaine;17;Charente-Maritime;1;3;4;0;0;2;3;1;3;NA;NA;2;NA;2011;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;1;1;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;1;NA;1;3;;1;3;2;NA;2;2;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;2;0;2;2;2;2;2;0;0;2;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;2;1;1;1;0;0;1;cave;2;2;93;6;Sans Objet;1;5;Sans Objet;1;2;2;Sans Objet;Sans Objet;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;14,5;250;22;300;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;3;3;3;3
LOG493;23165,61317;192;75;0;2022-septembre;2022-octobre;75;Nouvelle-Aquitaine;87;Haute-Vienne;1;5;3;1;0;2;3;1;3;NA;NA;2;NA;2005;2;2;2;2;1;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;3;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;;3;5;;2;2;2;2;2;1;2;2;2;2;;2;1;2;2;2;2;2;1;2;;3;1;3;NA;2;NA;1;6;;1;3;1;4;1;1;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;2;0;2;1;1;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;1;2;2;;1;1;2;1;2;2;2;2;2;2;;2;Sans Objet;0;1;4;0;1;1;0;0;1;cellier;2;2;140;6;Sans Objet;2;3;Sans Objet;1;2;2;Sans Objet;Sans Objet;CUS1;1;2;1;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;14;250;60;300;3;3;Sans Objet;Sans Objet;3;3;1;3;3;3;3;3;3;1;3;4;4
LOG494;10572,66374;194;75;0;2022-avril;2022-avril;75;Nouvelle-Aquitaine;87;Haute-Vienne;1;6;3;2;0;2;2;1;1;NA;NA;1;NA;NA;2;2;2;2;1;2;2;;2;NA;;3;NA;;2;3;;3;NA;;3;NA;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;6;;2;2;2;2;1;2;2;2;2;2;;1;2;2;2;2;2;2;2;2;;1;1;3;NA;2;NA;1;6;;1;3;1;1;2;1;1;1;2;1;2;2;2;;;2;2;2;1;2;2;2;2;0;2;2;1;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;3;0;1;0;0;0;0;Sans Objet;2;3;180;8;Sans Objet;Sans Objet;5;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;1;2;1;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;24;200;48;212;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;3;4;4;4
LOG495;8238,689265;194;75;0;2022-juin;2022-juin;75;Nouvelle-Aquitaine;87;Haute-Vienne;1;7;7;1;0;2;3;1;2;NA;NA;2;NA;2011;2;2;2;1;1;2;2;;2;NA;;2;1;;3;NA;;2;1;;2;1;;3;1;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;6;;2;2;2;2;1;2;2;2;2;2;;2;1;2;2;2;2;2;2;2;;3;1;3;NA;2;NA;1;6;;1;3;1;1;1;1;1;1;2;1;2;2;2;;;1;NA;NA;NA;NA;2;2;2;0;2;2;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;4;0;2;1;0;0;0;Sans Objet;1;1;130;6;Sans Objet;1;3;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;SEJ1;2;2;1;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;15;250;55;250;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;1;3;3;4
LOG496;23364,14915;172;75;0;2022-avril;2022-avril;75;Nouvelle-Aquitaine;16;Charente;1;3;3;0;0;2;3;1;11;1;2006;2;9;2007;2;1;2;2;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;6;;2;2;2;2;1;2;2;2;2;2;;2;2;1;2;2;2;2;1;2;;3;1;1;1;3;NA;1;6;;1;3;1;4;3;1;1;1;1;2;2;2;2;;;1;NA;NA;NA;NA;2;2;3;1;3;1;1;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;1;2;2;;1;1;1;2;2;2;2;2;2;2;;2;Sans Objet;0;1;2;0;1;1;1;0;0;Sans Objet;2;2;98;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;2;3;CUS1;1;2;1;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;15;250;52,5;250;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;1;3;1;3;3;4
LOG497;15834,50018;171;75;0;2022-mars;2022-mars;75;Nouvelle-Aquitaine;16;Charente;1;5;4;0;0;2;2;1;10;1;2004;1;NA;NA;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;2;2;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;6;;2;2;2;2;1;2;2;2;2;2;;2;2;2;2;1;2;2;2;2;;3;1;3;NA;2;NA;1;6;;1;3;2;NA;1;1;1;1;1;2;2;2;2;;;2;2;2;1;2;2;2;4;1;3;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;1;2;2;;1;1;2;2;2;2;2;2;2;2;;2;Sans Objet;0;1;3;0;1;1;0;0;0;Sans Objet;2;2;121;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;2;3;CUS1;1;2;2;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;14;250;60;250;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;3;4;3;4
LOG498;8024,703013;190;75;0;2022-juin;2022-juin;75;Nouvelle-Aquitaine;86;Vienne;1;7;6;1;0;2;3;1;9;2;NA;2;NA;1999;2;1;2;2;2;2;2;;2;NA;;3;NA;;3;NA;;1;5;;3;NA;;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;;3;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;1;2;2;1;2;2;2;2;;1;3;3;NA;1;NA;1;6;;1;3;2;NA;1;1;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;2;0;2;1;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;1;2;2;;1;1;2;2;2;2;2;2;2;2;;2;Sans Objet;1;1;4;1;2;2;0;0;0;Sans Objet;1;2;130;5;Sans Objet;Sans Objet;3;Sans Objet;1;1;1;1;1;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;15;250;34;250;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;4;3;1;3;4;4
LOG499;22805,32255;190;75;0;2022-juin;2022-juin;75;Nouvelle-Aquitaine;86;Vienne;1;4;5;1;0;2;3;1;6;NA;NA;2;NA;2009;2;1;2;2;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;3;2;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;2;3;3;NA;1;NA;1;3;;2;NA;2;NA;2;3;1;1;2;1;2;2;2;;;2;2;2;1;2;2;2;4;2;3;1;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;1;1;2;2;2;2;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;3;0;1;1;1;0;1;entree;2;1;180;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;1;2;1;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;35;250;45;250;3;3;Sans Objet;Sans Objet;3;3;3;3;1;3;1;4;3;1;3;3;3
LOG500;35545,58575;191;75;0;2022-mai;2022-mai;75;Nouvelle-Aquitaine;86;Vienne;1;4;3;0;0;2;3;1;11;1;2009;1;NA;NA;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;1;2;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;2;1;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;6;;1;3;1;2;1;1;1;1;2;1;2;2;2;;;2;2;2;1;2;2;2;1;0;1;2;2;2;2;0;0;2;1;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;1;1;2;2;2;2;2;2;2;2;;2;Sans Objet;0;1;3;0;1;1;1;0;0;Sans Objet;2;2;97;5;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;1;2;1;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;13;250;47;250;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;4;3;3;4;4;4
LOG501;16725,46418;176;75;0;2022-juillet;2022-juillet;75;Nouvelle-Aquitaine;24;Dordogne;1;6;3;0;0;2;3;1;9;2;NA;2;NA;2013;2;1;2;2;2;2;2;;2;NA;;3;NA;;2;3;;3;NA;;3;NA;;1;1;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;6;;2;2;2;2;1;2;2;2;2;2;;2;1;2;2;2;2;2;1;2;;3;1;3;NA;2;NA;1;6;;1;3;1;4;3;1;1;1;1;2;2;2;2;;;2;2;2;1;2;2;2;2;0;2;2;1;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;1;1;2;2;1;2;2;2;2;2;;2;Sans Objet;1;2;5;1;2;2;1;0;0;Sans Objet;2;3;145;8;Sans Objet;Sans Objet;3;Sans Objet;1;1;1;1;1;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;11;250;20;250;3;3;Sans Objet;Sans Objet;3;1;1;3;3;1;3;4;1;1;4;4;4
LOG502;5066,061008;174;75;0;2022-août;2022-septembre;75;Nouvelle-Aquitaine;17;Charente-Maritime;1;9;5;2;0;2;3;1;1;NA;NA;2;NA;1981;2;2;2;2;1;2;2;;2;NA;;3;NA;;2;6;Marché;1;1;;3;NA;;2;1;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;6;;2;2;2;2;1;2;2;2;2;2;;1;2;2;2;2;2;2;2;2;;2;3;3;NA;2;NA;1;6;;1;3;1;1;3;1;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;2;0;2;2;2;2;2;0;0;2;1;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;1;2;2;2;2;1;Circulation;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;2;5;0;2;3;1;0;0;Sans Objet;1;2;180;6;Sans Objet;1;3;Sans Objet;1;1;2;Sans Objet;Sans Objet;SEJ1;2;2;1;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;22,6;300;22,6;320;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;4;3;3;3;4;3
LOG503;28293,07115;175;75;0;2022-septembre;2022-septembre;75;Nouvelle-Aquitaine;19;Corrèze;1;5;6;1;0;2;3;1;3;NA;NA;2;NA;1985;2;2;2;1;1;2;2;;2;NA;;2;1;;3;NA;;2;1;;2;1;;2;2;2;1;1;2;1;2;1;2;2;2;2;2;2;2;2;;3;6;;2;2;2;2;1;2;2;2;2;2;;2;1;2;2;2;1;1;1;2;;1;1;1;1;2;NA;1;6;;1;3;1;4;1;1;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;2;0;2;1;2;2;2;0;0;2;1;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;1;1;2;2;2;1;CIRCULATION, CHAMPS EN JACHERE;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;2;3;2;2;1;0;0;1;cave;2;2;170;8;Sans Objet;Sans Objet;5;Sans Objet;1;2;2;Sans Objet;Sans Objet;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;12;250;45;240;3;3;Sans Objet;Sans Objet;3;3;1;1;3;3;3;1;3;1;3;4;4
LOG504;24263,99527;188;75;0;2022-juin;2022-juillet;75;Nouvelle-Aquitaine;17;Charente-Maritime;1;5;6;1;0;2;3;1;5;NA;NA;2;2;2020;2;2;2;2;1;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;1;2;2;1;1;2;1;2;2;2;2;2;1;2;2;1;1;Pose de cloison et de parquet;2;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;3;NA;1;3;;1;3;2;NA;2;1;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;3;1;3;1;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;2;1;2;1;0;1;0;Sans Objet;1;2;120;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;2;3;SEJ1;2;2;1;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;10,5;300;17,5;300;3;1;2;1;3;3;3;1;3;3;3;4;3;3;4;3;4
LOG505;22248,67426;216;76;0;2022-octobre;2022-octobre;76;Occitanie;65;Hautes-Pyrénées;1;7;6;1;0;2;2;1;10;1;2005;2;7;2005;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;4;NA;NA;NA;1;2;1;2;2;1;1;2;2;2;2;2;1;Réfection salle de bain;3;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;1;2;2;1;2;2;2;2;;3;3;3;NA;2;NA;1;6;;1;3;1;1;1;1;1;1;2;1;2;2;2;;;2;2;2;1;2;2;2;1;0;1;1;2;2;2;0;0;2;1;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;1;2;2;;1;1;2;2;2;2;2;2;2;2;;2;Sans Objet;1;1;3;1;2;2;1;0;1;dressing;1;2;135;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;2;1;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;12;260;34;250;2;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;4;4;4;4;4;4
LOG506;28679,78592;214;76;0;2023-janvier;2023-janvier;76;Occitanie;46;Lot;1;2;5;1;0;1;2;1;9;NA;NA;2;7;2022;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;5;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;6;;1;3;1;2;2;3;1;1;1;1;2;2;2;;;2;2;1;2;2;2;2;4;2;3;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;1;2;2;2;1;2;2;2;2;2;;2;Sans Objet;0;1;3;0;1;1;1;0;0;Sans Objet;2;1;75;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;1;2;1;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;10;250;27;249;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;1;3;3;3
LOG507;92642,76812;204;76;0;2022-avril;2022-avril;76;Occitanie;31;Haute-Garonne;1;3;2;1;0;1;2;1;10;2;NA;2;1;2021;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;2;1;;3;NA;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;2;2;2;2;2;2;2;1;Climatisation réversible;3;3;2;1;1;NA;1;6;;1;3;1;2;2;2;3;1;2;1;2;2;2;;;1;NA;NA;NA;NA;2;2;2;0;2;1;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;1;1;1;1;0;0;0;Sans Objet;2;1;63;5;Sans Objet;Sans Objet;5;Sans Objet;2;Sans Objet;1;1;3;CUS1;1;1;2;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;9;230;30;380;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;1;3;4;3
LOG508;39475,99335;214;76;0;2022-octobre;2022-octobre;76;Occitanie;46;Lot;1;4;2;1;1;1;2;1;2;NA;NA;2;10;2018;2;2;2;2;1;2;2;;2;NA;;3;NA;;2;3;;3;NA;;3;NA;;3;3;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;2;1;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;6;;1;3;1;2;1;1;1;1;2;1;2;2;2;;;2;2;2;1;2;2;2;1;0;1;1;2;2;2;0;0;2;1;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;3;0;1;1;0;0;0;Sans Objet;1;1;105;4;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;2;3;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;10;270;31;293;3;3;Sans Objet;Sans Objet;3;3;3;3;3;2;3;4;3;3;3;3;3
LOG509;10301,69549;218;76;0;2022-septembre;2022-septembre;76;Occitanie;82;Tarn-et-Garonne;1;2;7;0;0;2;3;1;12;1;2013;2;4;2014;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;;2;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;1;1;2;NA;1;6;;1;3;1;2;1;1;1;1;2;1;2;2;2;;;2;2;2;1;2;2;2;5;3;3;1;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;1;2;2;;1;1;2;2;2;2;2;2;2;2;;2;Sans Objet;0;1;4;0;2;1;0;0;0;Sans Objet;2;1;152;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;2;3;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;13;261;61;261;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;5;4;4;4;4;4
LOG510;286745,5797;218;76;0;2022-juillet;2022-juillet;76;Occitanie;82;Tarn-et-Garonne;2;1;3;1;0;1;2;2;11;NA;NA;2;5;2010;2;2;2;1;2;2;2;;2;NA;;3;NA;;2;4;;2;1;;3;NA;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;1;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;6;;1;3;1;1;3;1;1;1;2;1;2;2;2;;Traitement de la moquette chambre;1;NA;NA;NA;NA;2;2;1;0;1;2;2;2;2;0;0;2;1;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;1;0;1;1;0;0;0;Sans Objet;2;3;45;8;Sans Objet;Sans Objet;1;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;1;2;2;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;10;250;25;250;3;3;Sans Objet;Sans Objet;3;1;1;3;3;3;3;4;3;1;3;4;4
LOG511;9830,715523;204;76;0;2022-mars;2022-mars;76;Occitanie;31;Haute-Garonne;1;5;4;1;0;2;3;1;10;1;2003;2;7;2016;2;1;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;2;1;;3;NA;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;3;;2;2;2;2;1;2;2;2;2;2;;1;2;2;2;2;2;2;1;2;;3;1;3;NA;3;NA;1;3;;1;3;1;1;2;1;1;1;2;1;2;2;2;;;2;1;2;1;2;2;2;3;1;3;1;2;2;2;1;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;1;1;2;2;2;1;Autoroute;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;2;1;2;1;0;0;1;atelier;2;1;94;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;1;2;1;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;11;250;28;250;3;1;2;1;3;3;1;1;3;3;3;3;3;3;3;3;4
