CODELOG;POIDS_SONDAGE;NUM_UP;CODEEGION;QPV;DVISIT1;DVISIT2;REG;Libelle.region;DEP;Libelle.departement;PCTL;PCPP;PCPS;PCNE;PCEL;PCOL;PCAS;PCJA;IAC;IAC1;IAC2;MA1ANO;MA1AMOIS;MA1AYEAR;MATER01;MATER02;MATER03;MATER04;MATER05;MATER06;MATER07;MATER1;ACTP1;ACTP2;ACTP3;QPX1;QPX2;QPX3;QOD1;QOD2;QOD3;QBR1;QBR2;QBR3;QBR4;QBR5;QBR6;REAB;REAB1;REAB2;REAB3;TRAV;TRAV101;TRAV102;TRAV103;TRAV104;TRAV105;TRAV106;TRAV107;TRAV108;TRAV109;TRAV110;TRAV111;TRAV112;TRAV2;KCC0;KCC1;KCC1a;KCC201;KCC202;KCC203;KCC204;KCC205;KCC206;KCC207;KCC208;KCC209;KCC210;KCC2a;KCCM11;KCCM12;KCCM13;KCCM14;KCCM15;KCCM16;KCCM17;KCCM18;KCCM19;KCCM2;CHEM1;CHEM2;KCL1;KCL1b;KCUI;KCUIa;KECS;KEIC;KEIC1;CEM01;CEM02;CEM03;CEM04;CHAUSS;FUMEUR1;FUMEUR2;ANI1;ANI211;ANI212;ANI213;ANI214;ANI215;ANI22;QATRA1;QOM31;QOM32;QOM33;QOM34;QOM35;HGTM;HGLP;MENAG;KID15;STRMEN;REV1;FC10B;LSTU2;SOMSEJNO;SOMSEJADUADO;SOMSEJENFANT;SOMCHBNO;SOMCHBADUADO;SOMCHBENFANT;CHAUF;CHEM;CHAPP;AFUM;AVAP;CUI1;CUI4;CUI5;PRESS;MBLS1;MBLS2;MBLS3;MBLS4;MBLS4a;XPB10;XPB11;XPB111;XPB112;XPB113;XPB114;XPB115;XPB11b;XPB12;XPB131;XPB132;XPB133;XPB134;XPB135;XPB136;XPB137;XPB138;XPB139;XPB13a;LSTU;LSTUC;LNPL1;LNPL2;LNPL3;LNPL4;LNPL5;LNPL6;LNPL7;LNPL8;LNPL9;LNPL0;HCU1;HCU3;HSRF;HPLB;HPLB1;HPLB2;HPLH;HPLH1;DCA1;DCA2;DGAR0;DGAR1;DGG3;KODSJ;FNSJ11;FNSJ12;FNSJ13;FNSJ14;FNSJ15;FNSJ16;FNSJ1a;KODCH;FNCH11;FNCH12;FNCH13;FNCH14;FNCH15;FNCH16;FNCH1a;SURFCHB;HAUTCHB;SURFSEJ;HAUTSEJ;Q1;Q2;Q21NOW;Q21AVANT;Q3;Q4NETTOI;Q4AERE;Q4CUI;Q4LOISIR;Q4TRAV;Q4MOB;Q5CHAUF;Q5NETTOI;Q5DESINF;Q5DESO;Q5INSEC;Q5TABAC
LOG123;10183,06696;147;52;0;2021-mai;2021-mai;52;Pays de la Loire;44;Loire-Atlantique;1;4;2;0;0;2;3;1;3;NA;NA;2;11;2003;2;2;2;2;1;2;2;;2;NA;;1;5;Pollen;3;NA;;2;4;;2;4;;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;Ajout de mastic;2;3;;2;2;2;2;2;1;2;2;2;2;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;3;;1;3;1;1;2;1;1;1;2;1;2;2;2;;;2;2;2;1;2;2;2;3;0;3;1;2;2;2;0;0;2;2;0;1;0;0;0;0;1;0;2;2;2;2;2;2;;1;1;2;2;2;2;1;Route à très fort trafic (tram, commissariat central de Nantes, avenue traversante de Nantes);2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;2;1;1;1;0;0;0;Sans Objet;2;3;72;8;Sans Objet;Sans Objet;4;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;9,1;285;30,5;285;3;1;3;1;3;2;1;1;3;3;3;3;3;3;3;3;4
LOG124;25706,84595;146;52;0;2023-janvier;2023-janvier;52;Pays de la Loire;44;Loire-Atlantique;1;4;3;1;0;2;3;1;12;1;2022;2;10;2022;1;2;2;2;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;1;1;1;1;1;2;1;2;2;1;1;2;1;2;2;2;1;Plomberie et électricité;3;5;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;2;2;2;2;2;2;1;2;;3;2;3;NA;2;NA;1;6;;1;3;1;1;1;1;1;1;2;1;2;2;2;;;2;2;2;1;2;2;2;4;2;3;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;3;0;1;1;0;0;1;pallier;2;1;82;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;13;250;35;250;1;1;3;2;3;3;3;3;3;3;3;3;3;3;3;3;4
LOG125;93836,30665;155;52;0;2021-juin;2021-juin;52;Pays de la Loire;85;Vendée;1;7;2;0;0;2;2;1;7;NA;NA;1;NA;NA;2;2;2;1;2;2;2;;2;NA;;1;5;Pollen;2;3;;3;NA;;3;NA;;2;2;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;5;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;2;2;2;2;2;2;1;2;;3;1;3;NA;1;NA;1;6;;1;3;1;2;3;1;1;1;1;1;1;2;2;;;2;2;2;1;2;2;2;2;0;2;2;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;2;1;2;;1;1;2;2;2;2;2;2;2;2;;2;Sans Objet;1;1;3;0;1;1;1;1;0;Sans Objet;1;2;100;7;Sans Objet;1;5;Sans Objet;1;2;2;Sans Objet;Sans Objet;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;12;270;33;270;3;1;4;2;3;3;3;3;3;3;3;3;3;3;4;3;4
LOG126;11835,54692;147;52;0;2021-janvier;2021-janvier;52;Pays de la Loire;44;Loire-Atlantique;1;4;4;1;0;2;3;1;3;NA;NA;2;3;2019;2;1;2;1;1;2;2;;2;NA;;3;NA;;3;NA;;1;2;;1;2;;4;NA;NA;NA;1;2;1;2;2;2;2;2;2;2;2;2;2;;2;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;1;NA;1;3;;1;3;1;1;1;1;4;1;2;1;2;2;2;;;2;2;2;1;2;2;2;2;0;2;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;2;0;1;1;0;1;1;1 garage attenant;2;1;80;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;2;3;CUS1;1;2;2;2;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;11,56;210;50,8;273;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;1;3;3;3;3;3;3
LOG127;20395,6786;160;53;0;2021-août;2021-août;53;Bretagne;29;Finistère;1;7;4;1;0;3;3;1;2;NA;NA;2;7;1994;2;2;2;2;1;2;2;;2;NA;;3;NA;;3;NA;;2;3;;3;NA;;3;1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;;3;5;;2;2;2;2;2;1;2;2;2;2;;2;1;2;2;2;2;2;2;2;;3;1;3;NA;2;NA;2;NA;;1;3;2;NA;2;5;1;1;1;2;2;2;2;;;2;2;2;1;2;2;1;1;0;1;1;1;2;2;0;0;2;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;1;2;2;;1;1;2;2;2;2;2;2;2;2;;2;Sans Objet;0;1;5;1;1;2;1;0;0;Sans Objet;2;3;220;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;1;2;1;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;28;150;57;257;1;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;4;4;4;3
LOG128;172919,417;165;53;0;2021-mars;2021-mars;53;Bretagne;35;Ille-et-Vilaine;1;7;5;2;0;2;3;1;7;NA;NA;2;3;1976;2;1;2;2;2;2;2;;2;NA;;2;5;"Poussière de jardin ""pollen""";2;6;Jardin;2;4;;3;NA;;2;1;1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;;3;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;1;2;2;2;2;2;2;2;;2;3;3;NA;2;NA;2;NA;;1;3;1;4;1;1;1;1;2;1;2;2;2;;;1;NA;NA;NA;NA;2;2;1;0;1;2;2;2;2;0;0;2;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;5;1;2;2;0;0;1;cave;1;1;130;7;Sans Objet;1;3;Sans Objet;1;1;2;Sans Objet;Sans Objet;CHB2;2;1;2;2;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;11;252;11,5;252;3;3;Sans Objet;Sans Objet;1;3;1;3;3;3;3;3;4;3;4;4;4
LOG129;5853,92856;163;53;0;2021-août;2021-septembre;53;Bretagne;29;Finistère;1;6;5;1;0;2;2;1;8;NA;NA;2;2;2008;2;2;2;1;2;2;2;;2;NA;;3;NA;;2;3;;1;1;;2;1;;3;1;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;6;;2;2;2;2;1;2;2;2;2;2;;2;1;2;2;2;2;2;2;2;;1;3;3;NA;2;NA;2;NA;;1;3;1;4;1;1;1;1;2;1;2;2;2;;;2;2;2;1;2;2;2;4;1;3;1;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;1;1;2;2;2;2;2;2;2;2;;2;Sans Objet;1;1;3;1;1;1;1;0;2;1 garage 1 atelier;1;2;135;7;Sans Objet;1;3;Sans Objet;1;1;1;1;1;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;13;239;33;239;3;1;3;1;3;3;1;1;1;3;3;3;3;3;3;4;4
LOG130;8824,723956;165;53;0;2021-février;2021-février;53;Bretagne;35;Ille-et-Vilaine;1;6;5;1;0;2;2;1;6;NA;NA;2;NA;2004;2;2;1;1;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;1;1;2;1;1;1;1;2;2;1;2;2;1;2;2;2;2;;2;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;2;3;3;NA;2;NA;2;NA;;1;3;1;4;3;1;1;1;1;2;2;2;2;;;2;2;2;1;2;2;2;3;0;3;2;1;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;2;2;2;1;1;0;1;atelier;1;1;150;7;Sans Objet;1;3;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;10;260;55;250;3;1;4;4;3;3;1;3;3;3;3;3;3;1;3;3;4
LOG131;13229,31364;163;53;0;2022-novembre;2022-novembre;53;Bretagne;29;Finistère;1;5;3;1;0;2;2;1;12;1;2017;2;6;2017;1;2;2;2;2;2;2;;2;NA;;3;NA;;1;4;;3;NA;;3;NA;;4;NA;NA;NA;1;2;2;2;2;2;2;2;1;2;2;2;2;;3;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;2;2;2;2;2;2;1;2;;3;2;3;NA;2;NA;1;6;;1;3;1;2;1;1;1;1;1;2;2;2;2;;;2;2;2;1;2;2;2;4;2;3;1;1;2;2;1;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;1;1;2;2;2;2;2;2;2;2;;2;Sans Objet;0;1;4;0;1;1;0;0;2;garage attenant / palier ;2;1;120;5;Sans Objet;Sans Objet;5;Sans Objet;2;Sans Objet;1;1;3;CUS1;1;2;2;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;12;250;49;250;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;1;3;3;4
LOG132;4846,567824;157;53;0;2022-novembre;2022-novembre;53;Bretagne;22;Côtes-d'Armor;1;5;7;1;0;2;3;1;9;1;1998;2;7;1998;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;7;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;1;2;2;2;2;2;2;2;;3;1;3;NA;2;NA;1;7;Pompe à chaleur;1;3;1;2;1;1;1;1;2;1;2;2;2;;;2;2;2;1;2;2;2;2;0;2;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;1;2;2;1;2;2;;1;2;2;1;2;2;2;2;2;2;;2;Sans Objet;0;1;4;0;2;2;1;0;2;pallier, garage;2;2;130;5;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;1;2;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;12;250;74;250;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;3;3;3;3
LOG133;117622,7304;162;53;0;2021-septembre;2021-octobre;53;Bretagne;29;Finistère;1;9;3;1;0;2;3;1;6;NA;NA;2;8;1973;2;1;2;2;1;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;1;2;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;;2;2;2;2;2;1;2;2;2;2;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;1;NA;2;NA;;1;3;1;2;1;1;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;1;0;1;2;2;2;2;0;0;2;1;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;5;0;1;1;0;0;2;garage et bebaras;1;2;93;7;Sans Objet;1;3;Sans Objet;1;1;1;1;1;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;12;251;28;251;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;3;3;3;3
LOG134;11048,58855;163;53;0;2021-février;2021-mars;53;Bretagne;29;Finistère;1;9;4;3;0;2;2;1;7;NA;NA;2;11;1979;2;2;2;1;2;2;2;;2;NA;;3;NA;;2;3;;3;NA;;3;NA;;3;1;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;7;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;2;3;3;NA;2;NA;2;NA;;1;3;1;4;1;1;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;2;0;2;2;1;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;4;1;2;1;0;1;2;1 chaufferie et 1 garage;1;3;180;7;Sans Objet;1;3;Sans Objet;1;1;1;2;1;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;11;187;45;256;3;1;4;4;1;1;3;1;3;3;3;3;3;3;4;4;4
LOG135;12526,94684;163;53;0;2021-février;2021-février;53;Bretagne;29;Finistère;1;7;4;1;0;2;2;1;8;NA;NA;2;7;1982;2;2;2;1;2;2;2;;2;NA;;2;5;Activité agricole;3;NA;;2;1;;3;NA;;1;1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;1;Pose de parquet flottant;2;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;1;2;2;2;2;2;2;2;;3;3;3;NA;3;NA;2;NA;;1;3;1;2;2;1;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;2;0;2;2;1;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;1;2;2;;1;1;2;2;1;2;2;2;2;2;;2;Sans Objet;1;1;3;2;1;1;1;0;2;entrée 1 ;2;2;190;7;Sans Objet;1;3;Sans Objet;2;Sans Objet;1;1;1;CUS1;1;2;2;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;9;250;45;257;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;1;4;4;4
LOG136;28806,58269;166;53;0;2021-mars;2021-avril;53;Bretagne;35;Ille-et-Vilaine;1;7;5;1;0;2;2;1;8;NA;NA;1;NA;NA;2;2;2;1;2;2;2;;2;NA;;3;NA;;2;3;;3;NA;;3;NA;;2;1;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;3;;2;2;2;2;1;2;2;2;2;2;;1;2;2;2;2;2;2;2;2;;2;3;3;NA;2;NA;2;NA;;1;3;1;4;1;3;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;2;0;2;2;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;4;1;2;2;0;0;1;1 sous-sol;1;2;170;7;Sans Objet;1;3;Sans Objet;1;2;2;Sans Objet;Sans Objet;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;20;251;41;252;3;1;4;4;1;3;3;3;3;3;3;4;3;3;4;4;3
LOG137;13831,36166;157;53;0;2021-janvier;2021-février;53;Bretagne;22;Côtes-d'Armor;1;9;3;1;0;2;3;1;9;1;1998;1;NA;NA;2;1;2;2;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;;3;6;;2;2;2;2;1;2;2;2;2;2;;2;2;2;2;2;2;1;2;2;;1;3;3;NA;2;NA;2;NA;;1;3;1;1;3;1;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;2;0;2;2;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;1;1;2;2;2;2;2;2;2;2;;2;Sans Objet;0;1;3;1;2;2;1;1;1;cellier 1;2;3;130;8;Sans Objet;Sans Objet;5;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;1;2;2;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;11;251;40;251;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;1;3;3;4
LOG138;14304,91016;158;53;0;2023-février;2023-mars;53;Bretagne;29;Finistère;1;4;2;2;0;2;3;1;2;NA;NA;2;7;2005;2;2;2;2;1;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;Pose de parquet;1;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;1;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;6;;1;3;1;1;1;1;5;1;1;2;2;2;2;;;2;2;2;1;2;2;2;4;0;3;1;1;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;3;0;1;0;0;0;0;Sans Objet;2;3;110;8;Sans Objet;Sans Objet;5;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;10;250;30;250;3;3;Sans Objet;Sans Objet;2;4;4;4;4;4;4;3;3;3;3;3;3
LOG139;26924,43108;163;53;0;2022-novembre;2022-décembre;53;Bretagne;29;Finistère;1;6;6;2;0;2;3;1;4;NA;NA;1;NA;NA;2;2;2;2;1;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;1;1;2;1;1;2;1;2;2;1;1;1;1;2;2;2;2;;3;1;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;1;;1;3;1;1;1;1;1;1;2;1;2;2;2;;;2;2;2;1;2;2;2;4;2;3;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;1;2;2;2;2;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;3;2;1;1;1;0;3;débarras, couloir, pallier;2;2;138;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;2;3;CUS1;1;2;2;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;14;250;32;250;1;3;Sans Objet;Sans Objet;3;3;1;3;3;3;3;4;3;3;4;4;4
LOG140;12888,26137;162;53;0;2022-décembre;2022-décembre;53;Bretagne;29;Finistère;1;4;9;1;0;2;3;1;8;NA;NA;2;6;2016;2;1;2;2;1;2;2;;2;NA;;1;2;;3;NA;;2;2;;2;2;;1;1;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;1;1;3;NA;1;NA;1;1;;1;3;1;4;3;3;3;1;1;2;2;2;2;;;2;2;2;1;2;2;2;2;0;2;1;2;2;2;0;0;2;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;1;2;2;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;3;0;2;3;1;1;2;pallier, garage;2;2;144;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;1;3;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;12;200;60;200;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;4;3;3;3;3;3
LOG141;91251,12967;170;53;0;2021-mai;2021-mai;53;Bretagne;56;Morbihan;1;5;4;1;0;2;2;1;12;1;2018;2;8;2018;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;2;1;;3;NA;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;7;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;2;1;2;2;2;2;2;2;;3;3;3;NA;2;NA;2;NA;;1;3;1;4;1;1;1;1;1;2;2;2;2;;;1;NA;NA;NA;NA;2;2;4;2;3;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;1;1;2;1;2;2;;1;1;2;2;2;2;2;2;2;2;;2;Sans Objet;0;1;3;1;2;1;0;0;1;1 garage;2;1;127;5;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;1;3;CUS1;1;2;2;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;15;252;48;252;3;1;4;3;3;1;1;1;3;3;3;3;3;3;3;4;4
LOG142;58923,07289;158;53;0;2021-mai;2021-mai;53;Bretagne;29;Finistère;1;5;4;2;0;2;2;1;3;NA;NA;2;12;2000;2;2;2;2;1;2;2;;2;NA;;1;2;;3;NA;;1;7;Goélands;2;3;;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;;2;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;3;NA;2;NA;;1;3;1;2;1;2;2;1;2;1;2;2;2;;;1;NA;NA;NA;NA;4;2;2;0;2;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;1;2;2;2;1;2;2;2;2;2;;2;Sans Objet;1;1;3;0;1;1;1;0;1;1 garage;1;2;180;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;1;3;SEJ1;2;2;1;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;16;239;60;237;3;3;Sans Objet;Sans Objet;3;3;3;3;3;1;1;3;3;1;4;3;4
LOG143;39716,93279;157;53;0;2021-février;2021-février;53;Bretagne;22;Côtes-d'Armor;1;4;4;1;0;2;2;1;1;NA;NA;2;6;1994;2;2;2;2;1;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;3;1;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;5;;2;2;2;2;2;1;2;2;2;2;;2;1;2;2;2;2;1;2;2;;1;3;3;NA;1;NA;2;NA;;1;3;2;NA;3;3;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;1;0;1;2;2;2;2;0;0;2;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;2;1;1;0;1;0;1;autre pièce : mezzanine;2;3;80;8;Sans Objet;Sans Objet;5;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;1;2;2;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;8;250;40;253;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;4;4;4;3
LOG144;14682,45789;162;53;0;2021-mars;2021-mars;53;Bretagne;29;Finistère;1;6;7;2;0;2;2;1;11;1;2006;2;2;2006;1;2;2;2;2;2;2;;2;NA;;3;NA;;2;3;;3;NA;;3;NA;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;6;;2;2;2;2;1;2;2;2;2;2;;2;1;2;2;2;2;2;1;2;;3;1;3;NA;2;NA;2;NA;;1;3;1;2;2;1;1;1;1;2;2;2;2;;;2;2;2;1;2;2;2;4;2;3;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;1;2;2;1;2;2;;1;1;2;2;2;2;2;2;2;2;;2;Sans Objet;0;1;4;1;3;1;0;0;3;1 cellier - 1 salle de jeu - 1 dressing;2;2;120;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;2;3;CUS1;1;2;2;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;11;241;47;264;3;3;Sans Objet;Sans Objet;1;1;1;1;3;3;3;1;3;1;4;4;4
